id,text,label
189837,"Distribution of food, cash transfers, treating and preventing malnutrition.",0
189838,"Distribution of food, cash transfers, treating and preventing malnutrition.",0
189839,"Distribution of food, cash transfers, treating and preventing malnutrition.",0
189840,"Distribution of food, cash transfers, treating and preventing malnutrition.",0
189841,"Distribution of food, cash transfers, treating and preventing malnutrition.",0
190604,"Distribution of food, cash transfers, treating and preventing malnutrition.",0
196228,"Capacity and Management Support ($347,303); Cash Assistance for essential needs ($5,577)",0
196522,Improve the living conditions of internally displaced people with cash and wash assistance to meet immediate basic needs,0
161969,"Multi-year basic relief (NFIs and fuel vouchers) for vulnerable IDPs who have fled acute violencein Iraq Financial year 2015: 1000000.00 €, 2016: 3000000.00 €, 2017: 5000000.00€, 2018: 2000000.00€",0
184408,"Multi-Purpose Cash and Education to Reduce the Impact of Super Typhoon Mangkhut / Ompong in the Philippines2018: 401.590,78 € 2019: 98.409,22 € (2019 portion)",0
184410,"Multi-Purpose Cash and Education to Reduce the Impact of Super Typhoon Mangkhut / Ompong in the Philippines2018: 401.590,78 €    2019: 98.409,22 € (2018 portion)",0
193326,"Palestinian Refugees from Syria in Lebanon : Cash Assistance for essential needs ($2,697,419), Safety and Security ($11,575), Capacity and Management Support ($291,725), Education in Emergencies ($1,192,712), Emergency Health ($204,553) and Protection ($201,832) (MEU-19/0003-2)",0
192067,Food and Cash-based Assistance to refugees in Refugee Camps in Northwestern Tanzania (ECHO/COD/BUD/2019/91002),0
186918,"Global: Cash and market Specialis: WASH, Water resources conservation (including data collection), Multiyear 2018-2019, 2019 portion, total amount CHF 380,000 ( Z7H214200064)",1
183063,Construction of 340 Shelters and Latrines and Multi purpose cash distribution for 382 households (USAID/OFDA),0
193284,"Integrated community-based management of acute malnutrition, cash and WASH services in the Korahe zone of the Somali region. 2019: 900,000 €; 2020: 450,000 € (2019 portion)",0
190871,PAM: Relance de la production agricole+cashCICR: Achat et distribution de semencesSI: Assistance en vivres et en intrants agricoles,0
190872,PAM: Relance de la production agricole+cashCICR: Achat et distribution de semencesSI: Assistance en vivres et en intrants agricoles,0
190873,PAM: Relance de la production agricole+cashCICR: Achat et distribution de semencesSI: Assistance en vivres et en intrants agricoles,0
195866,"Multi-sector emergency and cash response for Nigerian refugees, IDPs, returnees and vulnerable host populations living in areas bordering Nigeria, Far North Cameroon; 2018: 95.000,00 € 2019: 1.030.000,00 € (2019 portion)",0
170728,Aide aux réfugiés irakiens de Madaba et Kerak : cash for work et formation professionelle,0
201896,"Winter assistance through cash and in-kind benefits for returnees, internally displaced persons and particularly vulnerable households in host communities (2019 portion)",0
181783,"Food assistance and early reconstruction with cash to secure a livelihood for needy internally displaced persons and returnees in the state of Borno; 2018: 400.000,00 € 2019: 1.000.000,00 € (2019 portion)",0
190719,PAM: fourniture d'aliments adaptés pr enfants de 6 à 23 mois et FEAGret:bons achats et rations de prorection +farines fortifiéesACF: diversification alimentaire et traitement de la malnutrition,0
190720,PAM: fourniture d'aliments adaptés pr enfants de 6 à 23 mois et FEAGret:bons achats et rations de prorection +farines fortifiéesACF: diversification alimentaire et traitement de la malnutrition,0
190721,PAM: fourniture d'aliments adaptés pr enfants de 6 à 23 mois et FEAGret:bons achats et rations de prorection +farines fortifiéesACF: diversification alimentaire et traitement de la malnutrition,0
202285,"Rehabilitation of water systems, cash assistance for renovation and protection measures for conflict-affected persons- Multi year - 2019 portion-",0
202065,"Distribution of lifesaving non-food items, shelter materials and cash for shelter for the most vulnerable displacement affected populations in South Sudan.",0
156739,"In response to 2017 appeal:WASH, health, nutrition, cash, livelihoods through L'Oeuvre Léger (D004378).",0
169475,"Provide food assistance, medical services, and emergency cash assistance_x000D__x000D_
(part of D003267)",0
173139,"In response to 2018 appeal:WASH, health, nutrition, cash, livelihoods through L'Oeuvre Léger (D004378).",0
191906,"Immediate humanitarian assistance to the most vulnerable Syrian refugees in Hatay province through case management, seasonal cash support and emergency shelter repair. 2019: 1,124,800 €; 2020: 427,130 € (2019 portion)",0
199745,"Support to the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA): Capacity and Management Support ($237,207); Cash Assistance for essential needs ($170,570); Safety and Security (105,894)",0
181193,"Provision of life-saving dry season vegetable kits and fishing kits, integrated with cash-for-work/WASH from other programs, for the most vulnerable 8500 households in Koch County to support their restoration of livelihoods for improving food security.",0
166664,"Provision of life-saving Emergency Shelter and Non-Food Items, and distribution of cash vouchers in CES and EES.",0
193757,PAM: transfert d'espèces + traitement de la MAMUnicef: traitement MAS,0
193768,PAM: transfert d'espèces + traitement de la MAMUnicef: traitement MAS,0
177912,Acted : Transferts monétaires + activités maraichaires,0
168811,"Provide support to  10 public  schools  in 2 Bay regional towns of Berdale and Bur hakaba  through the provision of clean drinking water, provision of school cash grants, emergency teacher incentives, Construction of 2 temporary learning space (TLS) with 2 twin latrine",0
192448,"Distribution of lifesaving non-food items, shelter materials and cash for shelter for the most vulnerable conflict and disaster-affected populations in South Sudan",0
194716,"Securing the basic needs of vulnerable groups through cash assistance, primary care and psychosocial activities",0
197658,Supporting the livelihood of the vulnerable Farmers with vouchers for agriculture inputs and irrigation fees for vegetables,1
190940,PAM: Rations alimentaires ou bons alimentaires pour populations en IPC 4 ou supérieurCICR: colis alimentaires+riz,0
190941,PAM: Rations alimentaires ou bons alimentaires pour populations en IPC 4 ou supérieurCICR: colis alimentaires+riz,0
183310,"unconditional cash transfers to 4,400 households; livelihood recovery assistance to 2,300 farmers through seed distribution and 1,900 herders through feed and fodder distributions; safe drinking water through the rehabilitation of 220 wells and 14 water networks and construction of 31 boreholes; and 21 small scale structural mitigation projects through community based Disaster Risk Reduction (ECHO/-AS/BUD/2018/91028)",0
187086,Improvement of water supply and cash assistance to create housing for returnees.,0
183433,"Cash Assistance for essential needs, including food, shelter and NFIs; Emergency Health_x000D__x000D_
Capacity and Management Support",0
180082,Supporting drought affected host communities and IDPs to meet their emergency food and WASH needs in Kandahar and Helmand Provinces of Afghanistan through immediate cash transfer modality and WASH interventions,0
180083,Supporting drought affected host communities and IDPs to meet their emergency food and WASH needs in Kandahar and Helmand Provinces of Afghanistan through immediate cash transfer modality and WASH interventions,0
189355,"In response to 2019 appeal: Shelter, NFI, WASH, livelihood, Cash programming

(P007412)",0
174550,PAM: Fournir une assistance alimentaire aux ménages réfugiés syriens au Liban avec une aide en espèces; AMEL: cuisines et jardins collectifs/distribution de repas chaud; ACF: Bons d'achat pour produits frais+jardins potagers dans des écoles,0
195865,"Multi-sector emergency and cash response for Nigerian refugees, IDPs, returnees and vulnerable host populations living in areas bordering Nigeria, Far North Cameroon",0
195867,"Multi-sector emergency and cash response for Nigerian refugees, IDPs, returnees and vulnerable host populations living in areas bordering Nigeria, Far North Cameroon",0
174549,PAM: Cantines scolaires pour réfugiés syriens+cash pour femmes qui vont cuisiner ces repas; UNRWA : Transfert d'espèces pour les réfugiés palestiniens,0
154985,"Food and cash to improve food security in Nugaal/Sool, Puntland State and Bay, South West State of Somalia. (D002531).",0
169054,"Delivering case managment and GBV cash assistance within a survivor centered approach for Syrian refugee and host community women in Jordan, Multiyear 2017-2019, total amount CHF 520,000 (7F-09919.01)",0
188080,Lean Season Assistance (LSA): Cash and/or food transfers to the most vulnerable households affected by seasonal food shortages.,0
156243,"Provide food assistance, medical services, and emergency cash assistance (D003920)",0
156245,"Provide food assistance, medical services, and emergency cash assistance (D003920)",0
203832,In kind - Food and Cash-based Assistance for Vulnerable Populations in Somalia (USAID/FFP),0
184732,Multi-year basic relief (NFIs and fuel vouchers) for vulnerable IDPs who have fled acute violence in Iraq. Financial year 2018,0
184731,Multi-year basic relief (NFIs and fuel vouchers) for vulnerable IDPs who have fled acute violence in Iraq. Financial year 2019,0
163340,"Emergency food, water and healthcare assistance in Yemen (including cash-transfer programming)",0
193329,"Palestinian Refugees Assistance in Syria (MEU-19/0003-1). Cash Assistance for essential needs ($391,163); Food Assistance ($109,335); Safety and Security ($809,634); Capacity and Management Support ($360,417); Education in Emergencies ($1,841,470); Emergency Health ($293,040); Environmental Health ($176,490); Livelihoods ($43,290)",0
